C2190160516B7957851811,6,DEBIT,648.56,C2190160516,44.96,-603.6,B7957851811,0,0,FALSE,FALSE,728
C9865297172B7957851811,7,DEBIT,4989.69,C9865297172,83760.78,78771.09,B7957851811,0,0,FALSE,FALSE,857
C1258505817B7957851811,7,DEBIT,4944.82,C1258505817,11099.38,6154.56,B7957851811,0,0,FALSE,FALSE,1175
C7392035344B3147621959,8,DEBIT,17968.89,C7392035344,83787.8,65818.91,B3147621959,0,0,FALSE,FALSE,2196
C0766291613B1309132958,8,DEBIT,1617.57,C0766291613,566528.54,564910.96,B1309132958,0,0,FALSE,FALSE,2870
C9724596643B3147621959,8,DEBIT,10617.38,C9724596643,41.98,-10575.4,B3147621959,0,0,FALSE,FALSE,2879
C4643138310B3142552944,8,DEBIT,8765.55,C4643138310,148016.64,139251.09,B3142552944,0,0,FALSE,FALSE,3058
C9253454629B1309132958,8,DEBIT,9837.53,C9253454629,191173.75,181336.22,B1309132958,0,0,FALSE,FALSE,3369
C1258505817B7957851811,8,DEBIT,1795.32,C1258505817,212980.66,211185.34,B7957851811,0,0,FALSE,FALSE,3765
C7824436296B7957851811,8,DEBIT,4207.92,C7824436296,27.79,-4180.13,B7957851811,0,0,FALSE,FALSE,4146
C3053000886B7957851811,8,DEBIT,5375.96,C3053000886,30.62,-5345.34,B7957851811,0,0,FALSE,FALSE,4993
C5627507928B3142552944,9,DEBIT,2308.6,C5627507928,721941.35,719632.75,B3142552944,0,0,FALSE,FALSE,5177
C0816506705B1309132958,9,DEBIT,2667.11,C0816506705,1005441.57,1002774.47,B1309132958,0,0,FALSE,FALSE,5249
C4990163243B5557774020,9,DEBIT,14413.26,C4990163243,211414.38,197001.12,B5557774020,0,0,FALSE,FALSE,5504
C3053000886B7957851811,9,DEBIT,1529.54,C3053000886,-5345.34,-6874.88,B7957851811,0,0,FALSE,FALSE,5740
C5278228664B7957851811,9,DEBIT,8199.81,C5278228664,60832.97,52633.16,B7957851811,0,0,FALSE,FALSE,6221
C2402103768B7957851811,9,DEBIT,7079.63,C2402103768,1622552.65,1615473.02,B7957851811,0,0,FALSE,FALSE,6564
C4184264531B3147621959,9,DEBIT,6849.03,C4184264531,103439.71,96590.68,B3147621959,0,0,FALSE,FALSE,6604
C2190160516B7957851811,9,DEBIT,3289.71,C2190160516,189059.2,185769.49,B7957851811,0,0,FALSE,FALSE,6706
C2190160516B7957851811,9,DEBIT,25.86,C2190160516,185769.49,185743.63,B7957851811,0,0,FALSE,FALSE,6707
C2190160516B7957851811,9,DEBIT,17148.74,C2190160516,185743.63,168594.89,B7957851811,0,0,FALSE,FALSE,6708
C4944866665B7957851811,9,DEBIT,16528.22,C4944866665,164598.29,148070.07,B7957851811,0,0,FALSE,FALSE,6786
C9099279833B3147621959,9,DEBIT,6854.59,C9099279833,48.84,-6805.75,B3147621959,0,0,FALSE,FALSE,7010
C1760532017B7957851811,9,DEBIT,19696.51,C1760532017,973893.34,954196.83,B7957851811,0,0,FALSE,FALSE,7143
C4624669236B7957851811,9,DEBIT,2726.96,C4624669236,150647.4,147920.44,B7957851811,0,0,FALSE,FALSE,7328
C1129290829B1309132958,9,DEBIT,1603.84,C1129290829,4981560.7,4979956.86,B1309132958,0,0,FALSE,FALSE,7967
C6678789959B3147621959,9,DEBIT,665.25,C6678789959,2726579.16,2725913.91,B3147621959,0,0,FALSE,FALSE,8834
C0377648180B3142552944,9,DEBIT,11900.37,C0377648180,29.67,-11870.7,B3142552944,0,0,FALSE,FALSE,8868
C1019204653B1309132958,10,DEBIT,19024.88,C1019204653,2150435.08,2131410.2,B1309132958,0,0,FALSE,FALSE,9543
C7545410275B3147621959,10,DEBIT,11630.36,C7545410275,864598.3,852967.94,B3147621959,0,0,FALSE,FALSE,9763
C1560757513B7957851811,10,DEBIT,23306.08,C1560757513,3856894.15,3833588.07,B7957851811,0,0,FALSE,FALSE,9920
C4902316143B3147621959,10,DEBIT,20114.38,C4902316143,43902.69,23788.31,B3147621959,0,0,FALSE,FALSE,10511
C4624669236B7957851811,10,DEBIT,571.23,C4624669236,147920.44,147349.21,B7957851811,0,0,FALSE,FALSE,10679
C1258505817B7957851811,10,DEBIT,11761.63,C1258505817,211185.34,199423.71,B7957851811,0,0,FALSE,FALSE,10770
C4099196150B5557774020,10,DEBIT,7042.61,C4099196150,3608149.68,3601107.08,B5557774020,0,0,FALSE,FALSE,11283
C5342144200B3142552944,10,DEBIT,177.98,C5342144200,195929.57,195751.59,B3142552944,0,0,FALSE,FALSE,11328
C5342144200B3142552944,10,DEBIT,17470.42,C5342144200,195751.59,178281.18,B3142552944,0,0,FALSE,FALSE,11329
C8737865014B1309132958,10,DEBIT,2904.96,C8737865014,1949164.68,1946259.73,B1309132958,0,0,FALSE,FALSE,11379
C2402103768B7957851811,10,DEBIT,12766.49,C2402103768,2548248.28,2535481.79,B7957851811,0,0,FALSE,FALSE,11508
C4843870933B5557774020,10,DEBIT,4296.76,C4843870933,2730766.56,2726469.8,B5557774020,0,0,FALSE,FALSE,11674
C1680792039B1309132958,10,DEBIT,17189.84,C1680792039,1982676.08,1965486.24,B1309132958,0,0,FALSE,FALSE,11768
C5487228247B3142552944,10,DEBIT,8180.21,C5487228247,2809387.04,2801206.83,B3142552944,0,0,FALSE,FALSE,12009
C4944866665B7957851811,10,DEBIT,13739.35,C4944866665,148070.07,134330.72,B7957851811,0,0,FALSE,FALSE,12194
C7545410275B3147621959,11,DEBIT,30741.99,C7545410275,1408506.83,1377764.84,B3147621959,0,0,FALSE,FALSE,13061
C3434164105B7957851811,11,DEBIT,31627.23,C3434164105,4560674.1,4529046.87,B7957851811,0,0,FALSE,FALSE,13105
C3261352472B5557774020,11,DEBIT,1001.82,C3261352472,1494893.14,1493891.32,B5557774020,0,0,FALSE,FALSE,13285
C0377648180B3142552944,11,DEBIT,21823.28,C0377648180,160599.15,138775.86,B3142552944,0,0,FALSE,FALSE,13365
C5342144200B3142552944,11,DEBIT,14626.99,C5342144200,178281.18,163654.18,B3142552944,0,0,FALSE,FALSE,13496
C0555276188B1309132958,11,DEBIT,14800.91,C0555276188,3595073.41,3580272.5,B1309132958,0,0,FALSE,FALSE,13770
C1668574793B7957851811,11,DEBIT,18644.07,C1668574793,289287.16,270643.08,B7957851811,0,0,FALSE,FALSE,13875
C5065657951B7957851811,11,DEBIT,2534.46,C5065657951,1246408.58,1243874.12,B7957851811,0,0,FALSE,FALSE,13886
C6030874275B1309132958,11,DEBIT,12502.88,C6030874275,5168477.51,5155974.63,B1309132958,0,0,FALSE,FALSE,13995
C9514860200B3147621959,11,DEBIT,11230.39,C9514860200,884186.59,872956.2,B3147621959,0,0,FALSE,FALSE,14239
C6627803446B7957851811,11,DEBIT,19683.82,C6627803446,625710.06,606026.24,B7957851811,0,0,FALSE,FALSE,14400
C4844286414B3147621959,11,DEBIT,9178.61,C4844286414,1536080.34,1526901.73,B3147621959,0,0,FALSE,FALSE,14496
C3771119951B5557774020,11,DEBIT,14444.52,C3771119951,653763.16,639318.65,B5557774020,0,0,FALSE,FALSE,14504
C9209707904B1309132958,11,DEBIT,12552.32,C9209707904,1088517.71,1075965.39,B1309132958,0,0,FALSE,FALSE,14591
C5341454155B1309132958,11,DEBIT,2367.34,C5341454155,2005431.72,2003064.38,B1309132958,0,0,FALSE,FALSE,14624
C2190160516B7957851811,11,DEBIT,32587,C2190160516,361024.11,328437.11,B7957851811,0,0,FALSE,FALSE,14723
C1618128885B1309132958,11,DEBIT,5738.58,C1618128885,180404.54,174665.96,B1309132958,0,0,FALSE,FALSE,14927
C4944866665B7957851811,11,DEBIT,17150.41,C4944866665,-4717.01,-21867.42,B7957851811,0,0,FALSE,FALSE,15082
C6616394624B3142552944,11,DEBIT,30036.95,C6616394624,805358.76,775321.81,B3142552944,0,0,FALSE,FALSE,15109
C3034161095B3147621959,11,DEBIT,5633.12,C3034161095,1227400.08,1221766.97,B3147621959,0,0,FALSE,FALSE,15228
C0555276188B1309132958,12,DEBIT,53641.57,C0555276188,3452967.45,3399325.87,B1309132958,0,0,FALSE,FALSE,15566
C2876098427B5557774020,12,DEBIT,49414.14,C2876098427,3132180.68,3082766.55,B5557774020,0,0,FALSE,FALSE,15904
C3771119951B5557774020,12,DEBIT,34892.16,C3771119951,639318.65,604426.49,B5557774020,0,0,FALSE,FALSE,16019
C4843870933B5557774020,12,DEBIT,2804.07,C4843870933,4094829.08,4092025.01,B5557774020,0,0,FALSE,FALSE,16816
