C3234998700CC3489966547,2,TRANSFER,201555.24,C3234998700,201555.24,0,CC3489966547,0,201555.24,FALSE,TRUE,528
C8629709734C2251495783,2,TRANSFER,20,C8629709734,46.31,26.31,C2251495783,128127.75,128147.75,TRUE,TRUE,540
C3220192033C2251495783,3,TRANSFER,20,C3220192033,175712.43,175692.43,C2251495783,128147.75,128167.75,TRUE,TRUE,590
C6423640876C2251495783,4,TRANSFER,20,C6423640876,50339.9,50319.9,C2251495783,128167.75,128187.75,TRUE,TRUE,591
C9724596643C9706452806,8,TRANSFER,924183.43,C9724596643,-10575.4,-10575.4,C9706452806,272848.46,272848.46,TRUE,TRUE,2880
C1730372098C8185488097,8,TRANSFER,424432.91,C1730372098,79.53,79.53,C8185488097,19189.1,19189.1,TRUE,TRUE,4789
C3053000886C2914959267,8,TRANSFER,438495.94,C3053000886,-5345.34,-5345.34,C2914959267,2476024.34,2476024.34,TRUE,TRUE,4994
C6105611938C9045827217,9,TRANSFER,1298804.84,C6105611938,3048730.32,1749925.48,C9045827217,17.9,1298822.74,TRUE,TRUE,5384
C2876098427C8910382341,9,TRANSFER,679295.5,C2876098427,3458940.53,2779645.03,C8910382341,35.83,679331.33,TRUE,TRUE,5449
C8119374942C8799396807,9,TRANSFER,634781.12,C8119374942,3318837.66,2684056.53,C8799396807,331117.5,965898.62,TRUE,TRUE,5499
C4102850400C1423262566,9,TRANSFER,915222,C4102850400,5073188.04,4157966.04,C1423262566,49.66,915271.65,TRUE,TRUE,6320
C4102850400C9647563854,9,TRANSFER,257880.64,C4102850400,4808659.91,4550779.26,C9647563854,246470.75,504351.39,TRUE,TRUE,6324
C4102850400C4856449547,9,TRANSFER,49789.82,C4102850400,4911407.37,4861617.56,C4856449547,72.05,49861.87,TRUE,TRUE,6333
C4340898156C0365903607,9,TRANSFER,688652,C4340898156,971501.99,282849.99,C0365903607,1027308.17,1715960.17,TRUE,TRUE,6473
C3269612555C8638514474,9,TRANSFER,304962.1,C3269612555,-9473.14,-9473.14,C8638514474,209536.56,209536.56,TRUE,TRUE,6539
C3561749178C4237294864,9,TRANSFER,690271.04,C3561749178,3145684.76,2455413.72,C4237294864,164956.57,855227.61,TRUE,TRUE,6835
C5341454155C2465944824,9,TRANSFER,662016.44,C5341454155,2198913.45,1536897.01,C2465944824,31214.04,693230.48,TRUE,TRUE,7413
C2914959267C1770914675,9,TRANSFER,129052.94,C2914959267,2713162.85,2584109.91,C1770914675,820384.21,949437.15,TRUE,TRUE,7483
C0059780910C2609320784,9,TRANSFER,334855.94,C0059780910,3287239.76,2952383.82,C2609320784,329462.7,664318.64,TRUE,TRUE,7828
C4906800292C6103433687,9,TRANSFER,904157.61,C4906800292,740599.83,740599.83,C6103433687,716167.99,716167.99,TRUE,TRUE,7872
